Number of Variables,Time,Date,Trasition Name,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,¿ÀÈÄ 10:43:50,19/10/2018,"[['l', ['f:3.659400 r:0.703900']], ['l', ['f:8.960500 r:5.606300']]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable,hmi_RCSLT459_VALUE,hmi_RCSLT461_VALUE,hmi_CVCLT149_VALUE,hmi_CVCFT121_VALUE,hmi_CVCPT120_VALUE,hmi_CVCFT142A_VALUE,hmi_CVCFT143A_VALUE,hmi_CVCFT144A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT158_VALUE,hmi_CVCFT159_VALUE,hmi_CVCFT160_VALUE,hmi_CVCFT161B_VALUE,hmi_CVCFT215A_VALUE,hmi_CVCFT215B_VALUE,hmi_CVCTT127A_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCPT115_VALUE,hmi_CSSLT09_VALUE,hmi_CSSLT10_VALUE,hmi_CHSRT311_VALUE,hmi_CHSRT312_VALUE,hmi_CHSRT313_VALUE,hmi_CHSRT321_VALUE,hmi_CHSRT322_VALUE,hmi_CHSRT323_VALUE,hmi_CPSRT221_VALUE,hmi_CPSRT222_VALUE,hmi_CPSRT223_VALUE,hmi_CPSRT331_VALUE,hmi_CPSRT332_VALUE,hmi_CPSRT333_VALUE,hmi_CVCTT130A_VALUE,hmi_CVCIT1_VALUE,hmi_CVCIT7_VALUE,hmi_CVCIT17_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT403A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT443C_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT463A_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPT455A_VALUE
2:05,0.122389767,0.851686691,0.237845026,0.378802462,0.552370298,0.015152953,0.139660297,0.710512148,0.852605786,0.130862627,0.109820188,0.596949689,0.546590559,0.439839123,0.349314681,0.627522877,0.868551085,0.481054841,0.524845304,0.323135389,0.272047475,0.25628858,0.062719915,0.95449728,0.079089696,0.458865253,0.024758659,0.318929003,0.655921696,0.914067565,0.038425672,0.909157016,0.556663236,0.840703144,0.369011781,0.944579106,0.25053443,0.159113519,0.425464451,0.31466158,0.17884907,0.707751244,0.884393575,0.713727722,0.719727846,0.585129302,0.416155421,0.962831937,0.329589897,0.772556005,0.109630234,0.97109882,0.478389224,0.543559304,0.972525842,0.990335085,0.142658201,0.913633902,0.489336308,0.407935757,0.676846271,0.110436122
2:06,0.190573884,0.734176272,0.368962481,0.337018619,0.286452275,0.157138495,0.103512868,0.11309402,0.441774125,0.691250252,0.174572577,0.924294913,0.508079181,0.369880888,0.894375842,0.329382629,0.478612764,0.567043382,0.60020465,0.174386893,0.915641191,0.193971073,0.658438352,0.72599292,0.793593674,0.916461923,0.948536824,0.303235393,0.230958409,0.940636364,0.629112443,0.123373471,0.325799123,0.539089689,0.796918058,0.624251789,0.917435817,0.918974396,0.503114178,0.068620547,0.88369949,0.659124714,0.784044024,0.277266138,0.308009585,0.525964673,0.233916559,0.922079462,0.188947364,0.924891496,0.224491359,0.823822567,0.241569868,0.575598035,0.627037639,0.931592158,0.24692919,0.476696862,0.843996458,0.424907379,0.809754643,0.5614674
2:07,0.875999819,0.463086031,0.930911953,0.658901058,0.354893533,0.565503568,0.856818134,0.218092144,0.300307747,0.95841897,0.648787104,0.342510948,0.833654121,0.315629153,0.924196571,0.489086716,0.663969284,0.176009874,0.352406821,0.738693885,0.34747963,0.425702537,0.790506033,0.135468276,0.677924655,0.649038631,0.680478632,0.684420622,0.813104776,0.195152867,0.492723329,0.554816989,0.611297187,0.087093867,0.255446072,0.634431071,0.666380303,0.54222043,0.314756892,0.355621829,0.226940301,0.264153775,0.394859446,0.110640224,0.615078178,0.257641091,0.399325636,0.609335372,0.458590467,0.628418079,0.23848699,0.341996891,0.150840612,0.29235736,0.222920612,0.272141687,0.434335641,0.501889831,0.080515254,0.460993114,0.786414392,0.188325327
2:08,0.223001713,0.709240017,0.221229148,0.080355294,0.416843546,0.225492083,0.153101278,0.727689165,0.707710534,0.033869533,0.484618964,0.895648043,0.484471125,0.244006743,0.018142175,0.687547099,0.491218997,0.232407435,0.842641388,0.257692078,0.637022783,0.266731739,0.536379358,0.429545713,0.034113985,0.067717751,0.633497243,0.161512529,0.955590961,0.040702098,0.256523172,0.320811249,0.044898654,0.353266346,0.875389961,0.448248135,0.973997551,0.22234388,0.594044348,0.881186749,0.614891957,0.737376986,0.707753503,0.738773557,0.437131142,0.400058801,0.29621174,0.424921066,0.479113028,0.392781219,0.01085586,0.05575297,0.548177183,0.461178019,0.387624158,0.776422184,0.834574286,0.14807137,0.906161431,0.778000482,0.974241777,0.048117989
2:09,0.584418499,0.637844932,0.597919357,0.975374919,0.169978702,0.022082349,0.342136425,0.868814053,0.617699863,0.735023564,0.25549985,0.533229634,0.519071817,0.876949635,0.387974578,0.842942498,0.306760094,0.308024419,0.105107883,0.948470093,0.726157211,0.793323669,0.677334406,0.660603628,0.839577914,0.105305262,0.588668778,0.314222197,0.219908313,0.07534264,0.083006474,0.312308023,0.884195083,0.132298917,0.574348253,0.821892127,0.672450766,0.312856944,0.035361066,0.24113049,0.249887029,0.022819411,0.747141127,0.583279735,0.914523044,0.374004821,0.015150859,0.541757474,0.831389109,0.201497904,0.494103947,0.012564207,0.959760949,0.23647943,0.029623353,0.361867631,0.389598924,0.333846627,0.19031517,0.599750312,0.639203116,0.233666957
2:10,0.383873993,0.056254337,0.973796196,0.521557541,0.557082303,0.584281436,0.313679379,0.301012352,0.586662393,0.853934587,0.788118221,0.315198893,0.389003205,0.490923607,0.8054936,0.336557085,0.484703295,0.509753171,0.245845918,0.611223159,0.585962466,0.458291112,0.431565084,0.747078316,0.241543595,0.727052045,0.387285606,0.154206562,0.402881942,0.406234164,0.43339767,0.607415272,0.254165378,0.363513409,0.734655852,0.171862346,0.559459289,0.799078683,0.598439377,0.871462665,0.284915971,0.64855309,0.719949395,0.553303094,0.02767942,0.494757477,0.996507231,0.447124293,0.85788685,0.845339447,0.325592813,0.655717728,0.349187719,0.568831245,0.309461669,0.116089593,0.240485133,0.459006352,0.252597805,0.917714624,0.884241328,0.499887135
2:11,0.519618903,0.518058135,0.006193837,0.450498035,0.72199553,0.301468722,0.740736288,0.901451397,0.045971786,0.356603646,0.834413865,0.043332363,0.818445398,0.483786827,0.770871157,0.667266684,0.642927827,0.51929117,0.536008789,0.705308502,0.000385202,0.327478348,0.591753257,0.449717987,0.603881472,0.153754733,0.076841502,0.434161978,0.459722998,0.454538107,0.394582878,0.498735667,0.775405024,0.454527238,0.294640937,0.103274694,0.879895308,0.816283567,0.370609201,0.273446823,0.201747841,0.557468352,0.912775769,0.445399571,0.247278799,0.53967572,0.941085451,0.722809322,0.576185266,0.338240137,0.726049921,0.079098853,0.200436677,0.864379566,0.921639871,0.412424432,0.997093551,0.979117797,0.365925164,0.800061239,0.217566194,0.894210142
2:12,0.252562697,0.622273889,0.35640663,0.246190877,0.007353928,0.835331391,0.147787085,0.412170177,0.977614893,0.493890435,0.79369208,0.402164771,0.999392281,0.769910821,0.763840432,0.28121019,0.754831179,0.7808891,0.418941071,0.347750065,0.903137341,0.395086592,0.457372736,0.012947682,0.967791831,0.223881904,0.87226251,0.658602725,0.655589698,0.12667342,0.242502475,0.185530718,0.185592732,0.191342736,0.444486482,0.457177366,0.837834576,0.197367064,0.660469914,0.955890347,0.287090274,0.660232098,0.691002169,0.310928087,0.16449112,0.839722119,0.926553066,0.190073036,0.02050107,0.523940105,0.1948914,0.97431792,0.169280165,0.299211381,0.790128639,0.879973187,0.317776573,0.051549184,0.921734486,0.922739314,0.599952248,0.239650545
2:13,0.978965548,0.528889627,0.715655219,0.939621141,0.299114601,0.972872478,0.054507106,0.613458034,0.806203773,0.91317216,0.165322398,0.798478927,0.639058273,0.965211465,0.022190239,0.932892763,0.149419465,0.685834085,0.480728455,0.080506766,0.464486546,0.363393012,0.7467801,0.860720294,0.612847225,0.878567429,0.489547521,0.522569784,0.217012973,0.666211986,0.926104946,0.887590194,0.661977548,0.021815636,0.205420644,0.858122622,0.542586016,0.978445839,0.489905918,0.875775766,0.763614539,0.66678495,0.878662248,0.289909286,0.959437641,0.437004584,0.808555677,0.597314981,0.956659246,0.233942077,0.246755229,0.14837408,0.173347673,0.149077929,0.377974627,0.588166635,0.730003733,0.08633739,0.517755827,0.302804968,0.975022803,0.949798483
2:14,0.37193444,0.334553019,0.964652614,0.218757941,0.059745988,0.610526717,0.744590315,0.705430063,0.249318266,0.60816009,0.598311731,0.525851802,0.744703781,0.987240801,0.552936213,0.715818275,0.208487192,0.362237076,0.042171378,0.887047011,0.321428582,0.856747493,0.190039619,0.101210683,0.101094839,0.12458303,0.501702738,0.388853573,0.81648473,0.893904431,0.001213889,0.78495908,0.721018985,0.32181697,0.478097845,0.37322085,0.713844489,0.301473019,0.587824473,0.783919823,0.564230846,0.30927361,0.319452038,0.494354782,0.691969779,0.861205657,0.612795311,0.42762946,0.257165801,0.936284991,0.324084111,0.967755105,0.396583568,0.566839573,0.657824256,0.629628905,0.372074496,0.079293772,0.333543807,0.446397933,0.779895295,0.868008996
2:15,0.893505699,0.410166638,0.280824352,0.857955012,0.940583597,0.011023288,0.043698483,0.555035829,0.51230394,0.094795686,0.142912733,0.266817628,0.657541657,0.374458927,0.686102506,0.453251184,0.570193491,0.274941851,0.589528625,0.824267874,0.281451171,0.23863282,0.74196681,0.39191634,0.71093491,0.995960103,0.306882,0.65235017,0.639149847,0.447135896,0.099045171,0.452523932,0.084755416,0.280849493,0.942608724,0.928442689,0.882633209,0.936878562,0.105403546,0.202144099,0.989095077,0.63068899,0.830141121,0.923657753,0.387168332,0.682153746,0.776252393,0.114439399,0.244747457,0.220406715,0.990585587,0.985846982,0.044314725,0.813319673,0.300634085,0.042185716,0.881634417,0.258820844,0.750650788,0.318335731,0.957730649,0.908060555
2:16,0.264482793,0.670177784,0.066488957,0.118754851,0.34272018,0.549099562,0.870636152,0.670817807,0.532963952,0.836018685,0.597073925,0.851081294,0.853196449,0.702501461,0.522345285,0.487567467,0.418099757,0.982011132,0.179412705,0.635048194,0.230868962,0.392847265,0.931438423,0.751229374,0.120956604,0.295070114,0.071330215,0.50371731,0.684631641,0.249481992,0.682831525,0.651740569,0.537685121,0.274116487,0.930730697,0.29510219,0.742395216,0.046206941,0.822343381,0.331004096,0.995949082,0.103305951,0.561099484,0.935201508,0.388062621,0.904978052,0.68083637,0.969874123,0.293936761,0.589155239,0.153928658,0.142889485,0.281568599,0.083995093,0.360336197,0.575549364,0.44513432,0.906636865,0.163520099,0.325463696,0.851814926,0.883234485
2:17,0.643089673,0.800740422,0.682314115,0.911203094,0.757385573,0.041200433,0.115817489,0.162150296,0.101649263,0.663862171,0.325308353,0.464429362,0.964770047,0.173423868,0.357379493,0.757600898,0.635904613,0.84741793,0.069254908,0.357902582,0.866756003,0.610409143,0.033721553,0.670939335,0.824609821,0.239500555,0.055652368,0.010426127,0.329589927,0.469410243,0.925824033,0.049072265,0.928801886,0.405747083,0.477504024,0.271871958,0.650152985,0.970152534,0.607766451,0.081840181,0.512767583,0.641934203,0.280032783,0.780981989,0.060621061,0.848475041,0.849155761,0.046905025,0.574112643,0.770953573,0.144229319,0.266284356,0.61364376,0.806184907,0.857404275,0.921334353,0.411024122,0.235243587,0.003891256,0.078248712,0.32383166,0.826107329
2:18,0.293646508,0.825153216,0.376913489,0.144122801,0.500111803,0.288979473,0.010381169,0.58854821,0.055124392,0.144315838,0.500710882,0.560642439,0.495964699,0.255620707,0.600650469,0.632772214,0.678252498,0.609216087,0.080528903,0.356435927,0.261572657,0.769320965,0.891437817,0.46718475,0.080568304,0.683349215,0.562706497,0.456615757,0.065780726,0.054061379,0.076412098,0.966310559,0.5190215,0.085331629,0.494685763,0.671004572,0.15068699,0.595656491,0.63817253,0.901087477,0.29560321,0.923934314,0.238897212,0.661357475,0.926486663,0.829575401,0.738601469,0.652373746,0.204829409,0.622258858,0.618373242,0.248461032,0.982171419,0.326207311,0.65284745,0.171448485,0.128875644,0.375989438,0.366469231,0.332082959,0.342652789,0.580535431
2:19,0.735355922,0.217940893,0.367531076,0.414399873,0.528945419,0.143507096,0.140387753,0.149199482,0.309802435,0.449276725,0.357922043,0.729246101,0.707474263,0.639803072,0.942405584,0.726120241,0.959468839,0.375792263,0.733737185,0.038183288,0.387893325,0.864925443,0.561899712,0.939319387,0.019808828,0.811703126,0.727218488,0.886915595,0.817058612,0.745533259,0.130946907,0.316785304,0.115070267,0.438247848,0.923989092,0.655469987,0.110838717,0.468265816,0.566604705,0.620474076,0.006947825,0.7811969,0.252767745,0.377080979,0.021104915,0.414459482,0.670275942,0.707672851,0.345556298,0.607096175,0.272355174,0.364746716,0.426226973,0.53280819,0.746642666,0.378997311,0.715879688,0.810946893,0.575599432,0.627849105,0.126787768,0.066851592
2:20,0.154173696,0.629724486,0.620321209,0.131903841,0.454662764,0.913846005,0.022241712,0.544081884,0.948452562,0.357537147,0.402097027,0.365944473,0.706996708,0.801378911,0.681344554,0.516727231,0.947329578,0.580056084,0.952249834,0.155231471,0.806777766,0.086439354,0.481847818,0.023502659,0.464305516,0.46403082,0.440244353,0.892565587,0.373218255,0.491804384,0.758223545,0.856521759,0.234478833,0.03418338,0.955078575,0.266135879,0.02852672,0.300145675,0.078727005,0.98155125,0.117618891,0.872205485,0.138395987,0.076691283,0.194044935,0.348320419,0.560770051,0.546292867,0.221344661,0.995970524,0.993162821,0.558766462,0.791400587,0.069192872,0.30569984,0.154984137,0.238268184,0.499435342,0.847748009,0.503072006,0.039859708,0.742033929
2:21,0.790489572,0.638542907,0.275475136,0.362942796,0.697762194,0.887881456,0.891628315,0.090745624,0.78158244,0.455356887,0.542915633,0.603301362,0.088360191,0.532864022,0.304895618,0.571915548,0.496838691,0.016718121,0.615693965,0.0071878,0.751709687,0.313151907,0.626032631,0.727533393,0.236831309,0.584298441,0.60172324,0.456816704,0.090597992,0.511614784,0.24513501,0.556257292,0.038050909,0.948179893,0.625216793,0.72017228,0.340987828,0.489714011,0.109288717,0.153796451,0.638254544,0.741298442,0.96069585,0.390366799,0.739884546,0.494272398,0.129482333,0.075350781,0.020637191,0.178863263,0.592553591,0.756576248,0.51908224,0.642952844,0.124748533,0.469876552,0.315966193,0.605392427,0.197212838,0.06330188,0.084039337,0.170711646
2:22,0.171427736,0.030327124,0.023574665,0.751246716,0.76526859,0.857336662,0.56671757,0.350027737,0.315597059,0.032063978,0.624807066,0.81714135,0.630225741,0.0747746,0.125858474,0.685032495,0.010695463,0.888890646,0.736716235,0.772513081,0.377953973,0.633084342,0.967109533,0.615526028,0.508431099,0.911890164,0.849111779,0.643063593,0.182627282,0.735579611,0.284420313,0.73091897,0.652876515,0.111407187,0.638755133,0.023625743,0.116651745,0.607207837,0.167785786,0.466575155,0.709912381,0.019468456,0.903978637,0.047711086,0.172148224,0.493891345,0.617396437,0.761733725,0.643512302,0.489919792,0.790483818,0.358885769,0.535075887,0.587661544,0.92849705,0.812923656,0.558521673,0.034245417,0.98722015,0.098085544,0.760664566,0.976021395
2:23,0.689161541,0.557591266,0.528105169,0.633480673,0.378876262,0.817164885,0.949118089,0.938805137,0.375510433,0.569697055,0.998634883,0.680045743,0.844400561,0.227625089,0.490891348,0.050148771,0.961555786,0.456513516,0.462856067,0.520766762,0.824743471,0.845185098,0.716752753,0.832778939,0.160305662,0.850717578,0.977295347,0.048251589,0.53323247,0.147236044,0.300188007,0.93734527,0.574064306,0.712922455,0.642346322,0.41859916,0.581407352,0.244983548,0.931565584,0.980536923,0.284696772,0.688718372,0.97991292,0.678217555,0.147353974,0.292819999,0.641843715,0.847099948,0.564993789,0.462350304,0.843624989,0.474861771,0.077113073,0.303856792,0.232215403,0.221412755,0.324130228,0.927335992,0.04048161,0.679877325,0.904864863,0.400866245
2:24,0.586983272,0.143497124,0.853807441,0.592386022,0.666048297,0.278312367,0.832721871,0.539926805,0.234132961,0.573407324,0.464341101,0.413915176,0.020268221,0.38132823,0.240484029,0.706563037,0.460149715,0.369317157,0.25308298,0.779415274,0.950024374,0.806678573,0.624130432,0.07655747,0.146106871,0.590100359,0.619874431,0.691775874,0.069313104,0.591200934,0.278982704,0.614493893,0.37707722,0.254852302,0.732875737,0.638636512,0.426301997,0.971287531,0.56603872,0.296623577,0.289056755,0.305567987,0.938756338,0.251542076,0.85931593,0.168067901,0.648074521,0.16880922,0.417214928,0.940903599,0.964317092,0.838997721,0.641121585,0.473533098,0.104768308,0.598734485,0.05329084,0.575742304,0.606378009,0.919008864,0.787299094,0.918499079
2:25,0.466091309,0.693322657,0.982902839,0.812769629,0.709223307,0.075528076,0.16903118,0.449365729,0.093309853,0.193552109,0.350364741,0.062126991,0.113589057,0.413921798,0.084145109,0.843557068,0.276882509,0.743213732,0.68425025,0.760072059,0.885092438,0.433822909,0.066637637,0.907375656,0.689503558,0.406725404,0.25621496,0.934235982,0.320181621,0.107997506,0.427553918,0.658054566,0.958939991,0.406469696,0.593857182,0.891754662,0.122674211,0.054861863,0.516680478,0.411404296,0.514225218,0.612650739,0.159714206,0.835270521,0.538644217,0.482114849,0.651529558,0.685081875,0.261215111,0.393774203,0.147789666,0.890639165,0.237439814,0.746597195,0.248705432,0.491646736,0.094733622,0.714552968,0.612595462,0.734629447,0.386515635,0.809715533
2:26,0.347236603,0.733960134,0.327945716,0.970010179,0.482015187,0.489303327,0.63505646,0.535905678,0.960324861,0.837765858,0.28292496,0.893887124,0.424122018,0.200032964,0.072802441,0.7840315,0.654837465,0.848822783,0.175509074,0.398020438,0.811779807,0.854078474,0.7882236,0.042009188,0.776878976,0.190276693,0.381270468,0.327946999,0.722532802,0.267003061,0.614409567,0.02351169,0.994334582,0.048048165,0.97066286,0.802035304,0.990534487,0.493582294,0.416506112,0.753324534,0.713604737,0.414059178,0.455937189,0.649578635,0.455713997,0.284067506,0.041835828,0.650607923,0.314814091,0.696480657,0.539393642,0.048138152,0.261272852,0.468495278,0.593127644,0.123621754,0.521561593,0.05400503,0.285287828,0.967827661,0.354876475,0.790144044
2:27,0.000234898,0.380817488,0.185280818,0.847346155,0.387548203,0.696236824,0.851420411,0.047917221,0.206555361,0.406131954,0.879534577,0.760637065,0.270929509,0.803147973,0.909573655,0.31000167,0.859842399,0.206494588,0.494115237,0.61643455,0.081626361,0.674175686,0.315624767,0.747806897,0.8388499,0.828220168,0.701333821,0.62198372,0.478885053,0.661810532,0.180299524,0.542405055,0.472766406,0.340569009,0.145896181,0.646086845,0.821488844,0.432923947,0.722947845,0.112694189,0.684372653,0.931688786,0.548894712,0.537621336,0.810893014,0.139924276,0.906952803,0.657651566,0.028711441,0.091870366,0.115326489,0.477072982,0.767353081,0.408778024,0.992704899,0.225450243,0.335580022,0.200787661,0.736221511,0.630041612,0.994377888,0.381195652
2:28,0.769700109,0.690862465,0.95996298,0.566617531,0.037266505,0.922712202,0.961491298,0.175603211,0.06975255,0.493466823,0.283205237,0.452702769,0.213528378,0.838313436,0.779515669,0.802001832,0.039271067,0.879953022,0.120270718,0.166161542,0.717739519,0.229356472,0.480996985,0.175107319,0.234076308,0.351654139,0.386114468,0.831873726,0.306931149,0.096541795,0.630591011,0.268868635,0.038641661,0.35795713,0.558637493,0.809881928,0.12413841,0.972300252,0.62311014,0.496206085,0.393131474,0.276394373,0.160919995,0.289488838,0.170705196,0.87865964,0.628034066,0.962682503,0.938603051,0.078028213,0.25520308,0.775426986,0.533692959,0.361556442,0.632299052,0.682103371,0.946610727,0.148775474,0.807242507,0.853542261,0.744752643,0.241697344
2:29,0.116482967,0.14714468,0.766767214,0.399869416,0.404689544,0.709009652,0.45936652,0.982231237,0.964100979,0.837112325,0.778294813,0.190207474,0.561382483,0.752113336,0.166590311,0.941906422,0.081414978,0.439664897,0.76155972,0.183079347,0.023280923,0.756389314,0.887080319,0.421789708,0.192458745,0.468302268,0.296462382,0.582588988,0.382561447,0.01686415,0.374631174,0.968621776,0.848762101,0.701504704,0.230576216,0.754957764,0.81729342,0.8444614,0.458720151,0.801753027,0.584763156,0.852789331,0.48659223,0.6761734,0.579847138,0.249128554,0.053544795,0.056420959,0.631985099,0.142817791,0.379302988,0.365100648,0.716340959,0.621302374,0.701938173,0.644953757,0.836970218,0.361208329,0.581486365,0.593650136,0.68769712,0.733012713
2:30,0.643667218,0.264488563,0.320190797,0.931104601,0.798914625,0.777880235,0.155981827,0.175739298,0.450182488,0.560182841,0.745620757,0.486426448,0.323376459,0.794083559,0.604844367,0.977394773,0.332048262,0.59261441,0.091873715,0.931262412,0.469649984,0.296727286,0.104901956,0.821190123,0.416662114,0.692660052,0.374538402,0.596773912,0.625218409,0.052583379,0.207149101,0.251105455,0.530734939,0.680225524,0.506618458,0.160174389,0.085724551,0.176041405,0.108849594,0.363764558,0.178260002,0.059032923,0.918139402,0.27881352,0.489891875,0.745313565,0.732002602,0.343184734,0.842092325,0.088222406,0.301310801,0.43404827,0.534558345,0.968580227,0.657936772,0.649627446,0.350470352,0.410530247,0.87669464,0.061316888,0.287616709,0.947483752
2:31,0.864517323,0.147915596,0.635102294,0.555365674,0.689174876,0.762954698,0.110824633,0.962978419,0.63281119,0.54336523,0.128584118,0.999466271,0.591370805,0.068082514,0.580710445,0.970629544,0.497232076,0.828198926,0.167208804,0.002498667,0.031969599,0.354665727,0.224209266,0.722286733,0.460202926,0.83677111,0.477814564,0.286633986,0.952765817,0.001656801,0.305752654,0.086675048,0.791645685,0.932893535,0.631662627,0.290034785,0.108775387,0.139056854,0.327384345,0.882636953,0.119219621,0.656663079,0.986989397,0.84649049,0.106300199,0.30045871,0.369944777,0.625561266,0.514587118,0.21620716,0.156295525,0.724563868,0.091918927,0.604252253,0.712303205,0.903440923,0.088752177,0.710022018,0.058381223,0.740936852,0.621026535,0.99896471
2:32,0.874724253,0.106806914,0.03066283,0.175275736,0.316090296,0.035041215,0.273357863,0.735377375,0.080935492,0.275610828,0.563330857,0.53225413,0.69603004,0.437992812,0.544311547,0.014306609,0.582846048,0.558229863,0.574327732,0.537300034,0.144390888,0.452333958,0.372087018,0.868309802,0.045583493,0.633864037,0.99873783,0.704903337,0.475587532,0.121721317,0.070919983,0.959627853,0.193578518,0.699740373,0.836629907,0.846260929,0.903771319,0.643622166,0.476094335,0.427026281,0.078377786,0.859894041,0.516392601,0.452346916,0.829922973,0.503805039,0.462038069,0.24337131,0.239868507,0.519707637,0.709771711,0.877108835,0.477071743,0.033197379,0.996801604,0.011209127,0.342157484,0.097326382,0.31160672,0.844568219,0.638920804,0.937906021
2:33,0.303727888,0.332124153,0.502118991,0.71118058,0.819034862,0.388112624,0.263266205,0.023096344,0.775058613,0.638476505,0.800785747,0.787549238,0.465226816,0.481267804,0.167611366,0.561454804,0.5015119,0.888287194,0.91030259,0.323256635,0.30936278,0.954256035,0.03188435,0.39581844,0.074905149,0.094669495,0.882604935,0.535437266,0.171061665,0.878239187,0.538528434,0.499944524,0.509382867,0.361554158,0.388552734,0.216154461,0.277562497,0.884725028,0.815354812,0.621989675,0.008965549,0.645214155,0.598752625,0.02484595,0.871471043,0.313035373,0.557060074,0.26642332,0.459355111,0.216303869,0.159691619,0.708430063,0.813487022,0.286634534,0.848745054,0.56759707,0.570585175,0.311483745,0.983584508,0.651010065,0.995400426,0.153711082
2:34,0.007061863,0.073208793,0.684008261,0.628537014,0.907226839,0.953703498,0.448465531,0.68578647,0.883702075,0.016277516,0.60038661,0.111637276,0.960719029,0.354614073,0.518945106,0.737916737,0.995049723,0.125557322,0.767727191,0.534151606,0.464792143,0.957270832,0.252359169,0.92796989,0.931194829,0.266861838,0.220501977,0.071646494,0.307029951,0.131941714,0.839086653,0.144726862,0.195469468,0.164313242,0.79261042,0.451918794,0.471339861,0.869937604,0.146876729,0.949677251,0.472513121,0.382948254,0.71508992,0.987321983,0.998442942,0.604273794,0.787835419,0.99771396,0.328408762,0.522870891,0.045319863,0.320997963,0.157263338,0.090145614,0.292568371,0.642215361,0.817160365,0.4412384,0.742391822,0.85551451,0.07170261,0.460645165
2:35,0.554809216,0.654602771,0.154912828,0.670957821,0.296635812,0.480696241,0.412642788,0.133818597,0.92031712,0.077627265,0.656233477,0.331237899,0.142242058,0.475763217,0.181136528,0.627471973,0.682441268,0.88378499,0.379153702,0.114564591,0.847023147,0.752420725,0.579409447,0.522587253,0.824873007,0.442643358,0.485439989,0.425587535,0.395407624,0.534338179,0.446418921,0.716385327,0.437988308,0.608773199,0.519221793,0.294684092,0.563769373,0.844591664,0.720707502,0.534815502,0.576271418,0.277270114,0.815714579,0.913859185,0.099283697,0.928859667,0.105977477,0.682381776,0.04746295,0.969811178,0.700754657,0.789040407,0.030656731,0.147141518,0.014852254,0.568527505,0.357523694,0.247247708,0.570020012,0.127482663,0.418524761,0.641847233
2:36,0.651976582,0.399814963,0.343748098,0.978023995,0.23801374,0.527010145,0.024934977,0.094311631,0.725335776,0.895226545,0.733328877,0.027382093,0.132399572,0.138565331,0.875416587,0.065754651,0.872310322,0.311012678,0.233186649,0.016849878,0.161636491,0.355682996,0.283560262,0.241992253,0.458745727,0.889765893,0.18370699,0.404764425,0.068201807,0.66818614,0.703248382,0.484946373,0.275656122,0.519255348,0.093200747,0.929142714,0.416301747,0.203707903,0.15801299,0.498874993,0.72761641,0.319131013,0.484440743,0.50373403,0.822290248,0.706897423,0.253463196,0.485396655,0.373940699,0.682267196,0.850845934,0.413873862,0.088816379,0.722613959,0.556183636,0.325468373,0.483674617,0.106888287,0.977522561,0.056813595,0.206676894,0.368450751
2:37,0.166481044,0.121230355,0.214755411,0.234753353,0.652980125,0.755337401,0.591118912,0.653649156,0.025483567,0.6611182,0.700979582,0.98366882,0.213035867,0.346246366,0.743221266,0.855892417,0.631161727,0.808756581,0.560601273,0.260429332,0.342061138,0.099430801,0.087599411,0.679748929,0.370921258,0.555011596,0.107293581,0.494881859,0.530715317,0.545434705,0.104636154,0.627601519,0.299259664,0.378566267,0.938600191,0.684991603,0.654589465,0.8890091,0.152974516,0.470371007,0.595427817,0.623203694,0.198777829,0.109294892,0.793989151,0.350510914,0.9212024,0.223101404,0.69062247,0.325041021,0.844019051,0.292393772,0.380199268,0.721774821,0.646958357,0.765999215,0.157291058,0.269606839,0.697518611,0.844542779,0.008484558,0.91958277
